i	j	phi_value
f39_2	f39_4	0.397104716924319
f39_4	f39_2	0.397104716924319
f39_3	f39_4	0.567813809595702
f39_4	f39_3	0.567813809595702
f40_1	f40_3	0.450081396144033
f40_3	f40_1	0.450081396144033
f40_2	f40_3	0.462630458523574
f40_3	f40_2	0.462630458523574
f40_1	f40_4	0.426557733938361
f40_4	f40_1	0.426557733938361
f40_2	f40_4	0.461518278540122
f40_4	f40_2	0.461518278540122
f40_3	f40_4	0.564243448289532
f40_4	f40_3	0.564243448289532
f41_1	f41_3	0.401761766738758
f41_3	f41_1	0.401761766738758
f41_2	f41_3	0.56598679385188
f41_3	f41_2	0.56598679385188
f41_1	f41_4	0.403275423616361
f41_4	f41_1	0.403275423616361
f41_2	f41_4	0.57508754198817
f41_4	f41_2	0.57508754198817
f41_3	f41_4	0.594064443925779
f41_4	f41_3	0.594064443925779
f42_1	f42_3	0.450763477786346
f42_3	f42_1	0.450763477786346
f42_2	f42_3	0.546575961220471
f42_3	f42_2	0.546575961220471
f42_1	f42_4	0.456796753580291
f42_4	f42_1	0.456796753580291
f42_2	f42_4	0.533907748495503
f42_4	f42_2	0.533907748495503
f42_3	f42_4	0.59719308813695
f42_4	f42_3	0.59719308813695
f43_1	f43_3	0.608701261017533
f43_3	f43_1	0.608701261017533
f43_2	f43_3	0.616938846131337
f43_3	f43_2	0.616938846131337
f43_1	f43_4	0.626818194380628
f43_4	f43_1	0.626818194380628
f43_2	f43_4	0.614386144056744
f43_4	f43_2	0.614386144056744
f43_3	f43_4	0.658173957005951
f43_4	f43_3	0.658173957005951
f44_1	f44_3	0.35325501070605
f44_3	f44_1	0.35325501070605
f44_2	f44_3	0.522090573713578
f44_3	f44_2	0.522090573713578
f44_1	f44_4	0.345086104673884
f44_4	f44_1	0.345086104673884
f44_2	f44_4	0.527260600305462
f44_4	f44_2	0.527260600305462
f44_3	f44_4	0.56710965705693
f44_4	f44_3	0.56710965705693
f45_1	f45_3	0.287408339531646
f45_3	f45_1	0.287408339531646
f45_2	f45_3	0.342957104229777
f45_3	f45_2	0.342957104229777
f45_1	f45_4	0.311870243546261
f45_4	f45_1	0.311870243546261
f45_2	f45_4	0.351129623010203
f45_4	f45_2	0.351129623010203
f45_3	f45_4	0.545375684024386
f45_4	f45_3	0.545375684024386
f46_1	f46_3	0.453092148080347
f46_3	f46_1	0.453092148080347
f46_2	f46_3	0.706052918568848
f46_3	f46_2	0.706052918568848
f46_1	f46_4	0.444352610921391
f46_4	f46_1	0.444352610921391
f46_2	f46_4	0.727951377894097
f46_4	f46_2	0.727951377894097
f46_3	f46_4	0.611815943292949
f46_4	f46_3	0.611815943292949
f47_1	f47_3	0.343897342139036
f47_3	f47_1	0.343897342139036
f47_2	f47_3	0.566748208119497
f47_3	f47_2	0.566748208119497
f47_1	f47_4	0.353752531708858
f47_4	f47_1	0.353752531708858
f47_2	f47_4	0.570865676476831
f47_4	f47_2	0.570865676476831
f47_3	f47_4	0.563205360638152
f47_4	f47_3	0.563205360638152
f48_1	f48_3	0.443127562635323
f48_3	f48_1	0.443127562635323
f48_2	f48_3	0.559044626211264
f48_3	f48_2	0.559044626211264
f48_1	f48_4	0.421510804661153
f48_4	f48_1	0.421510804661153
f48_2	f48_4	0.566562856068136
f48_4	f48_2	0.566562856068136
f48_3	f48_4	0.586271777316498
f48_4	f48_3	0.586271777316498
f49_1	f49_3	0.679081630061402
f49_3	f49_1	0.679081630061402
f49_2	f49_3	0.441101874562192
f49_3	f49_2	0.441101874562192
f49_1	f49_4	0.671584742644729
f49_4	f49_1	0.671584742644729
f49_2	f49_4	0.460008049264408
f49_4	f49_2	0.460008049264408
f49_3	f49_4	0.629120120032802
f49_4	f49_3	0.629120120032802
f50_1	f50_3	0.363814613291933
f50_3	f50_1	0.363814613291933
f50_2	f50_3	0.429980623735098
f50_3	f50_2	0.429980623735098
f50_1	f50_4	0.371069083268034
f50_4	f50_1	0.371069083268034
f50_2	f50_4	0.448254032738707
f50_4	f50_2	0.448254032738707
f50_3	f50_4	0.576110034630827
f50_4	f50_3	0.576110034630827
f51_1	f51_3	0.401135589937426
f51_3	f51_1	0.401135589937426
f51_2	f51_3	0.332883226002534
f51_3	f51_2	0.332883226002534
f51_1	f51_4	0.41597370530756
f51_4	f51_1	0.41597370530756
f51_2	f51_4	0.30975837565401
f51_4	f51_2	0.30975837565401
f51_3	f51_4	0.545526396743529
f51_4	f51_3	0.545526396743529
f52_1	f52_3	0.47319335608875
f52_3	f52_1	0.47319335608875
f52_2	f52_3	0.511310224885438
f52_3	f52_2	0.511310224885438
f52_1	f52_4	0.461103969701172
f52_4	f52_1	0.461103969701172
f52_2	f52_4	0.508225931544961
f52_4	f52_2	0.508225931544961
f52_3	f52_4	0.606247156374656
f52_4	f52_3	0.606247156374656
f53_1	f53_3	0.488167837602631
f53_3	f53_1	0.488167837602631
f53_2	f53_3	0.379830385628901
f53_3	f53_2	0.379830385628901
f53_1	f53_4	0.516845305679046
f53_4	f53_1	0.516845305679046
f53_2	f53_4	0.365156533508663
f53_4	f53_2	0.365156533508663
f53_3	f53_4	0.571988863706281
f53_4	f53_3	0.571988863706281
f54_1	f54_3	0.726595408024576
f54_3	f54_1	0.726595408024576
f54_2	f54_3	0.449625188168832
f54_3	f54_2	0.449625188168832
f54_1	f54_4	0.722872440884995
f54_4	f54_1	0.722872440884995
f54_2	f54_4	0.455812231985793
f54_4	f54_2	0.455812231985793
f54_3	f54_4	0.614565742386049
f54_4	f54_3	0.614565742386049
f55_1	f55_3	0.672356228437761
f55_3	f55_1	0.672356228437761
f55_2	f55_3	0.584377485516231
f55_3	f55_2	0.584377485516231
f55_1	f55_4	0.693967077748964
f55_4	f55_1	0.693967077748964
f55_2	f55_4	0.598305729690304
f55_4	f55_2	0.598305729690304
f55_3	f55_4	0.661481978243668
f55_4	f55_3	0.661481978243668
f56_1	f56_3	0.416565470356864
f56_3	f56_1	0.416565470356864
f56_2	f56_3	0.698263610479173
f56_3	f56_2	0.698263610479173
f56_1	f56_4	0.433541150977152
f56_4	f56_1	0.433541150977152
f56_2	f56_4	0.671148499043018
f56_4	f56_2	0.671148499043018
f56_3	f56_4	0.619508396151412
f56_4	f56_3	0.619508396151412
f57_1	f57_3	0.534942684423814
f57_3	f57_1	0.534942684423814
f57_2	f57_3	0.392116994181807
f57_3	f57_2	0.392116994181807
f57_1	f57_4	0.545177455725097
f57_4	f57_1	0.545177455725097
f57_2	f57_4	0.418904915504628
f57_4	f57_2	0.418904915504628
f57_3	f57_4	0.595179037949303
f57_4	f57_3	0.595179037949303
f58_1	f58_3	0.596869745058181
f58_3	f58_1	0.596869745058181
f58_2	f58_3	0.541301521314879
f58_3	f58_2	0.541301521314879
f58_1	f58_4	0.580947563792043
f58_4	f58_1	0.580947563792043
f58_2	f58_4	0.557489580900333
f58_4	f58_2	0.557489580900333
f58_3	f58_4	0.626579948334432
f58_4	f58_3	0.626579948334432
f59_1	f59_3	0.62632669466873
f59_3	f59_1	0.62632669466873
f59_2	f59_3	0.375583946984732
f59_3	f59_2	0.375583946984732
f59_1	f59_4	0.63115333679839
f59_4	f59_1	0.63115333679839
f59_2	f59_4	0.395579645612624
f59_4	f59_2	0.395579645612624
f59_3	f59_4	0.59345979836751
f59_4	f59_3	0.59345979836751
f60_1	f60_3	0.592007451390504
f60_3	f60_1	0.592007451390504
f60_2	f60_3	0.678804658926035
f60_3	f60_2	0.678804658926035
f60_1	f60_4	0.576683948544562
f60_4	f60_1	0.576683948544562
f60_2	f60_4	0.672016353559286
f60_4	f60_2	0.672016353559286
f60_3	f60_4	0.657223366149274
f60_4	f60_3	0.657223366149274
f61_1	f61_3	0.452047647959378
f61_3	f61_1	0.452047647959378
f61_2	f61_3	0.593461856017911
f61_3	f61_2	0.593461856017911
f61_1	f61_4	0.463808114433245
f61_4	f61_1	0.463808114433245
f61_2	f61_4	0.599557582387362
f61_4	f61_2	0.599557582387362
f61_3	f61_4	0.601398659230923
f61_4	f61_3	0.601398659230923
f62_1	f62_3	0.514184012017177
f62_3	f62_1	0.514184012017177
f62_2	f62_3	0.366936375609769
f62_3	f62_2	0.366936375609769
f62_1	f62_4	0.503748298068316
f62_4	f62_1	0.503748298068316
f62_2	f62_4	0.381129592609885
f62_4	f62_2	0.381129592609885
f62_3	f62_4	0.567781807193539
f62_4	f62_3	0.567781807193539
f63_1	f63_3	0.555269187326676
f63_3	f63_1	0.555269187326676
f63_2	f63_3	0.303848050291618
f63_3	f63_2	0.303848050291618
f63_1	f63_4	0.549126872557019
f63_4	f63_1	0.549126872557019
f63_2	f63_4	0.309986902151586
f63_4	f63_2	0.309986902151586
f63_3	f63_4	0.580064854244163
f63_4	f63_3	0.580064854244163
f64_1	f64_3	0.45406849884167
f64_3	f64_1	0.45406849884167
f64_2	f64_3	0.681279527647377
f64_3	f64_2	0.681279527647377
f64_1	f64_4	0.45984724523482
f64_4	f64_1	0.45984724523482
f64_2	f64_4	0.683704569151675
f64_4	f64_2	0.683704569151675
f64_3	f64_4	0.607305631862804
f64_4	f64_3	0.607305631862804
f65_1	f65_3	0.586380157626541
f65_3	f65_1	0.586380157626541
f65_2	f65_3	0.559116649145441
f65_3	f65_2	0.559116649145441
f65_1	f65_4	0.5877450638536
f65_4	f65_1	0.5877450638536
f65_2	f65_4	0.545869658601057
f65_4	f65_2	0.545869658601057
f65_3	f65_4	0.624791759848689
f65_4	f65_3	0.624791759848689
f66_1	f66_3	0.6733219170726
f66_3	f66_1	0.6733219170726
f66_2	f66_3	0.484046523748819
f66_3	f66_2	0.484046523748819
f66_1	f66_4	0.694653141138647
f66_4	f66_1	0.694653141138647
f66_2	f66_4	0.45553489526255
f66_4	f66_2	0.45553489526255
f66_3	f66_4	0.617859288496416
f66_4	f66_3	0.617859288496416
f67_1	f67_3	0.38584984611158
f67_3	f67_1	0.38584984611158
f67_2	f67_3	0.489380868851735
f67_3	f67_2	0.489380868851735
f67_1	f67_4	0.388405351208868
f67_4	f67_1	0.388405351208868
f67_2	f67_4	0.492201003999761
f67_4	f67_2	0.492201003999761
f67_3	f67_4	0.559523982158889
f67_4	f67_3	0.559523982158889
f68_1	f68_3	0.439080342705184
f68_3	f68_1	0.439080342705184
f68_2	f68_3	0.541015173265052
f68_3	f68_2	0.541015173265052
f68_1	f68_4	0.423059279489303
f68_4	f68_1	0.423059279489303
f68_2	f68_4	0.54872387543812
f68_4	f68_2	0.54872387543812
f68_3	f68_4	0.579839658269547
f68_4	f68_3	0.579839658269547
f69_1	f69_3	0.590512288731633
f69_3	f69_1	0.590512288731633
f69_2	f69_3	0.263650178013607
f69_3	f69_2	0.263650178013607
f69_1	f69_4	0.592934073651409
f69_4	f69_1	0.592934073651409
f69_2	f69_4	0.268894186022146
f69_4	f69_2	0.268894186022146
f69_3	f69_4	0.560716716723774
f69_4	f69_3	0.560716716723774
f70_1	f70_3	0.257738369141053
f70_3	f70_1	0.257738369141053
f70_2	f70_3	0.708078503948649
f70_3	f70_2	0.708078503948649
f70_1	f70_4	0.27698763607841
f70_4	f70_1	0.27698763607841
f70_2	f70_4	0.70518597797602
f70_4	f70_2	0.70518597797602
f70_3	f70_4	0.562097437298651
f70_4	f70_3	0.562097437298651
f71_1	f71_3	0.388734357494206
f71_3	f71_1	0.388734357494206
f71_2	f71_3	0.391032873968923
f71_3	f71_2	0.391032873968923
f71_1	f71_4	0.397382847933133
f71_4	f71_1	0.397382847933133
f71_2	f71_4	0.364737796666945
f71_4	f71_2	0.364737796666945
f71_3	f71_4	0.571258108097607
f71_4	f71_3	0.571258108097607
f72_1	f72_3	0.512563033044648
f72_3	f72_1	0.512563033044648
f72_2	f72_3	0.565058096470992
f72_3	f72_2	0.565058096470992
f72_1	f72_4	0.51625913060859
f72_4	f72_1	0.51625913060859
f72_2	f72_4	0.541379280439897
f72_4	f72_2	0.541379280439897
f72_3	f72_4	0.625278797899504
f72_4	f72_3	0.625278797899504
f73_1	f73_3	0.397644657999389
f73_3	f73_1	0.397644657999389
f73_2	f73_3	0.566873634685541
f73_3	f73_2	0.566873634685541
f73_1	f73_4	0.379168788951282
f73_4	f73_1	0.379168788951282
f73_2	f73_4	0.573864855368326
f73_4	f73_2	0.573864855368326
f73_3	f73_4	0.593741043982615
f73_4	f73_3	0.593741043982615
f74_1	f74_3	0.702887947058433
f74_3	f74_1	0.702887947058433
f74_2	f74_3	0.555280517660884
f74_3	f74_2	0.555280517660884
f74_1	f74_4	0.70681507985823
f74_4	f74_1	0.70681507985823
f74_2	f74_4	0.537524624895351
f74_4	f74_2	0.537524624895351
f74_3	f74_4	0.655562750894424
f74_4	f74_3	0.655562750894424
f75_1	f75_3	0.575778811771363
f75_3	f75_1	0.575778811771363
f75_2	f75_3	0.492315090884314
f75_3	f75_2	0.492315090884314
f75_1	f75_4	0.550098267606986
f75_4	f75_1	0.550098267606986
f75_2	f75_4	0.501331652186602
f75_4	f75_2	0.501331652186602
f75_3	f75_4	0.632125783012148
f75_4	f75_3	0.632125783012148
f76_1	f76_3	0.247776253846487
f76_3	f76_1	0.247776253846487
f76_2	f76_3	0.321705012266669
f76_3	f76_2	0.321705012266669
f76_1	f76_4	0.262846209207571
f76_4	f76_1	0.262846209207571
f76_2	f76_4	0.331321587093828
f76_4	f76_2	0.331321587093828
f76_3	f76_4	0.544686562873061
f76_4	f76_3	0.544686562873061
f77_1	f77_3	0.358045778606752
f77_3	f77_1	0.358045778606752
f77_2	f77_3	0.447418209996713
f77_3	f77_2	0.447418209996713
f77_1	f77_4	0.384227303625084
f77_4	f77_1	0.384227303625084
f77_2	f77_4	0.449031827548141
f77_4	f77_2	0.449031827548141
f77_3	f77_4	0.559808163675919
f77_4	f77_3	0.559808163675919
f78_1	f78_3	0.636262092424902
f78_3	f78_1	0.636262092424902
f78_2	f78_3	0.329614740923863
f78_3	f78_2	0.329614740923863
f78_1	f78_4	0.631953025687244
f78_4	f78_1	0.631953025687244
